,Absences,GPA,Activity,age,education,occupation,sex,income
12520,,,,22.0,HS-grad,Transport-moving,Male,<=50K
12521,,,,39.0,Assoc-voc,Craft-repair,Male,<=50K
12522,,,,33.0,Bachelors,Exec-managerial,Male,>50K
12523,,,,39.0,HS-grad,Craft-repair,Male,<=50K
12524,,,,37.0,11th,Transport-moving,Male,<=50K
12525,,,,63.0,7th-8th,Farming-fishing,Male,>50K
12526,,,,46.0,Some-college,Exec-managerial,Male,>50K
12527,,,,48.0,HS-grad,Machine-op-inspct,Female,<=50K
12528,,,,33.0,HS-grad,Adm-clerical,Female,<=50K
12529,,,,65.0,Some-college,Prof-specialty,Female,<=50K
12530,,,,39.0,HS-grad,Adm-clerical,Female,>50K
12531,,,,43.0,Bachelors,Exec-managerial,Female,>50K
12532,,,,28.0,10th,Craft-repair,Male,<=50K
12533,,,,50.0,HS-grad,Exec-managerial,Female,>50K
12534,,,,24.0,Bachelors,Prof-specialty,Male,<=50K
12535,,,,48.0,HS-grad,Transport-moving,Male,<=50K
12536,,,,35.0,Some-college,Other-service,Male,<=50K
12537,,,,62.0,HS-grad,Transport-moving,Male,<=50K
12538,,,,42.0,Some-college,Exec-managerial,Male,<=50K
12539,,,,60.0,HS-grad,Exec-managerial,Male,>50K
12540,,,,50.0,HS-grad,Exec-managerial,Male,>50K
12541,,,,40.0,Prof-school,Exec-managerial,Female,<=50K
12542,,,,39.0,HS-grad,Craft-repair,Male,<=50K
12544,,,,43.0,HS-grad,Protective-serv,Female,<=50K
12545,,,,35.0,HS-grad,Craft-repair,Male,<=50K
12546,,,,39.0,Bachelors,Exec-managerial,Male,>50K
12547,,,,30.0,Bachelors,Protective-serv,Male,>50K
12548,,,,32.0,Some-college,Sales,Male,<=50K
12549,,,,18.0,Some-college,Adm-clerical,Male,<=50K
12550,,,,37.0,Assoc-acdm,Sales,Female,<=50K
12551,,,,26.0,Bachelors,Adm-clerical,Female,<=50K
12552,,,,51.0,HS-grad,Craft-repair,Male,<=50K
12554,,,,33.0,Bachelors,Sales,Male,<=50K
12555,,,,46.0,Bachelors,Craft-repair,Male,>50K
12556,,,,40.0,Assoc-voc,Exec-managerial,Male,>50K
12557,,,,34.0,Assoc-voc,Craft-repair,Male,<=50K
12558,,,,29.0,HS-grad,Machine-op-inspct,Male,<=50K
12559,,,,47.0,Some-college,Other-service,Female,<=50K
12560,,,,34.0,Bachelors,Prof-specialty,Male,>50K
12561,,,,45.0,HS-grad,Adm-clerical,Female,<=50K
12562,,,,53.0,HS-grad,Craft-repair,Male,<=50K
12563,,,,52.0,Masters,Exec-managerial,Male,<=50K
12564,,,,64.0,7th-8th,Farming-fishing,Male,>50K
12565,,,,42.0,Masters,Exec-managerial,Male,>50K
12566,,,,44.0,Some-college,Tech-support,Male,>50K
12567,,,,41.0,HS-grad,Sales,Male,>50K
12568,,,,53.0,Masters,Exec-managerial,Male,>50K
12569,,,,25.0,HS-grad,Craft-repair,Male,<=50K
12570,,,,20.0,11th,Other-service,Female,<=50K
12571,,,,29.0,Assoc-voc,Priv-house-serv,Female,<=50K
12572,,,,56.0,HS-grad,Craft-repair,Male,<=50K
12573,,,,45.0,Doctorate,Prof-specialty,Female,>50K
12574,,,,56.0,HS-grad,Sales,Female,<=50K
12575,,,,38.0,Some-college,Exec-managerial,Male,>50K
12576,,,,62.0,HS-grad,Sales,Male,<=50K
12577,,,,28.0,Bachelors,Prof-specialty,Male,<=50K
12578,,,,31.0,HS-grad,Sales,Male,<=50K
12579,,,,24.0,Bachelors,Sales,Male,<=50K
12580,,,,65.0,Bachelors,Adm-clerical,Male,<=50K
12581,,,,40.0,HS-grad,Handlers-cleaners,Male,<=50K
12582,,,,31.0,Bachelors,Prof-specialty,Male,<=50K
12583,,,,35.0,HS-grad,Transport-moving,Male,<=50K
12584,,,,42.0,Masters,Prof-specialty,Male,>50K
12585,,,,20.0,HS-grad,Sales,Female,<=50K
12586,,,,30.0,Some-college,Adm-clerical,Female,<=50K
12587,,,,25.0,Bachelors,Exec-managerial,Male,<=50K
12588,,,,22.0,HS-grad,Other-service,Male,<=50K
12590,,,,31.0,Some-college,Prof-specialty,Female,<=50K
12591,,,,56.0,Some-college,Exec-managerial,Male,>50K
12592,,,,51.0,HS-grad,Other-service,Male,<=50K
12593,,,,36.0,10th,Farming-fishing,Male,<=50K
12594,,,,44.0,Some-college,Adm-clerical,Female,<=50K
12595,,,,49.0,Masters,Exec-managerial,Male,>50K
12596,,,,28.0,HS-grad,Craft-repair,Male,<=50K
12597,,,,57.0,Bachelors,Prof-specialty,Male,>50K
12598,,,,33.0,Some-college,Sales,Male,<=50K
12599,,,,49.0,Bachelors,Adm-clerical,Male,>50K
12600,,,,74.0,Doctorate,Prof-specialty,Female,>50K
12601,,,,48.0,Bachelors,Exec-managerial,Male,<=50K
12602,,,,38.0,Bachelors,Exec-managerial,Male,>50K
12603,,,,39.0,HS-grad,Machine-op-inspct,Female,<=50K
12604,,,,46.0,Bachelors,Exec-managerial,Male,>50K
12605,,,,56.0,Bachelors,Prof-specialty,Male,>50K
12606,,,,27.0,Bachelors,Exec-managerial,Male,>50K
12607,,,,17.0,11th,Priv-house-serv,Female,<=50K
12608,,,,28.0,9th,Prof-specialty,Female,<=50K
12610,,,,42.0,Masters,Adm-clerical,Female,<=50K
12611,,,,39.0,Some-college,Adm-clerical,Female,<=50K
12612,,,,29.0,HS-grad,Farming-fishing,Male,<=50K
12613,,,,21.0,Some-college,Prof-specialty,Male,<=50K
12614,,,,36.0,Some-college,Adm-clerical,Female,<=50K
12615,,,,56.0,10th,Machine-op-inspct,Female,<=50K
12616,,,,49.0,5th-6th,Craft-repair,Male,<=50K
12617,,,,47.0,Some-college,Sales,Male,<=50K
12618,,,,44.0,Some-college,Adm-clerical,Female,<=50K
12619,,,,40.0,1st-4th,Other-service,Male,<=50K
12620,,,,43.0,Bachelors,Exec-managerial,Male,>50K
12621,,,,62.0,12th,Farming-fishing,Male,<=50K
12622,,,,52.0,Prof-school,Prof-specialty,Female,>50K
12623,,,,25.0,HS-grad,Other-service,Female,<=50K
12624,,,,63.0,Masters,Prof-specialty,Male,>50K
12625,,,,51.0,Doctorate,Prof-specialty,Male,<=50K
12626,,,,25.0,HS-grad,Adm-clerical,Female,<=50K
12628,,,,27.0,HS-grad,Sales,Female,<=50K
12629,,,,48.0,Some-college,Adm-clerical,Male,<=50K
12630,,,,32.0,HS-grad,Transport-moving,Male,<=50K
12631,,,,36.0,Some-college,Sales,Male,<=50K
12632,,,,30.0,HS-grad,Craft-repair,Male,<=50K
12633,,,,45.0,Masters,Exec-managerial,Female,<=50K
12634,,,,27.0,HS-grad,Transport-moving,Male,<=50K
12635,,,,41.0,Bachelors,Other-service,Male,<=50K
12636,,,,61.0,HS-grad,Other-service,Male,<=50K
12637,,,,70.0,Bachelors,Exec-managerial,Female,<=50K
12638,,,,55.0,11th,Machine-op-inspct,Female,<=50K
12639,,,,35.0,Bachelors,Other-service,Female,<=50K
12640,,,,36.0,Assoc-voc,Handlers-cleaners,Male,<=50K
12641,,,,29.0,Some-college,Tech-support,Male,<=50K
12642,,,,30.0,Bachelors,Other-service,Female,<=50K
12643,,,,45.0,11th,Craft-repair,Male,<=50K
12644,,,,39.0,Bachelors,Prof-specialty,Female,<=50K
12645,,,,18.0,HS-grad,Other-service,Male,<=50K
12646,,,,28.0,HS-grad,Transport-moving,Male,<=50K
12647,,,,27.0,Bachelors,Exec-managerial,Male,<=50K
12648,,,,38.0,HS-grad,Machine-op-inspct,Male,<=50K
12649,,,,33.0,HS-grad,Craft-repair,Male,<=50K
12650,,,,25.0,HS-grad,Transport-moving,Male,>50K
12652,,,,38.0,11th,Other-service,Female,<=50K
12653,,,,23.0,Some-college,Farming-fishing,Male,<=50K
12654,,,,40.0,Assoc-voc,Prof-specialty,Male,<=50K
12655,,,,36.0,HS-grad,Exec-managerial,Male,>50K
12656,,,,20.0,Some-college,Sales,Female,<=50K
12657,,,,41.0,HS-grad,Machine-op-inspct,Male,<=50K
12658,,,,44.0,Some-college,Adm-clerical,Female,<=50K
12659,,,,49.0,Bachelors,Adm-clerical,Male,>50K
12660,,,,22.0,Assoc-acdm,Adm-clerical,Female,<=50K
12661,,,,26.0,Some-college,Adm-clerical,Female,<=50K
12662,,,,47.0,Assoc-acdm,Craft-repair,Male,<=50K
12663,,,,48.0,HS-grad,Other-service,Female,<=50K
12664,,,,28.0,HS-grad,Exec-managerial,Male,<=50K
12665,,,,37.0,Some-college,Exec-managerial,Male,>50K
12666,,,,44.0,Bachelors,Prof-specialty,Male,<=50K
12668,,,,53.0,Bachelors,Adm-clerical,Male,>50K
12669,,,,36.0,Masters,Exec-managerial,Male,<=50K
12670,,,,77.0,7th-8th,Machine-op-inspct,Male,<=50K
12671,,,,21.0,HS-grad,Other-service,Male,<=50K
12672,,,,24.0,Bachelors,Adm-clerical,Female,<=50K
12673,,,,30.0,Assoc-acdm,Tech-support,Female,<=50K
12674,,,,51.0,Assoc-voc,Adm-clerical,Female,<=50K
12675,,,,22.0,Some-college,Sales,Female,<=50K
12676,,,,23.0,Some-college,Sales,Male,<=50K
12677,,,,47.0,Doctorate,Exec-managerial,Male,>50K
12678,,,,17.0,12th,Sales,Male,<=50K
12679,,,,48.0,Bachelors,Other-service,Male,>50K
12680,,,,43.0,Some-college,Exec-managerial,Male,>50K
12681,,,,34.0,12th,Craft-repair,Male,<=50K
12682,,,,19.0,HS-grad,Adm-clerical,Female,<=50K
12683,,,,42.0,Some-college,Exec-managerial,Female,<=50K
12684,,,,23.0,Bachelors,Exec-managerial,Male,<=50K
12685,,,,61.0,Prof-school,Prof-specialty,Male,>50K
12686,,,,63.0,11th,Other-service,Male,<=50K
12687,,,,65.0,HS-grad,Sales,Female,<=50K
12688,,,,37.0,Assoc-voc,Adm-clerical,Male,>50K
12689,,,,41.0,Assoc-acdm,Tech-support,Male,>50K
12690,,,,35.0,Some-college,Protective-serv,Male,<=50K
12691,,,,21.0,HS-grad,Sales,Female,<=50K
12692,,,,48.0,Bachelors,Adm-clerical,Female,<=50K
12693,,,,51.0,Some-college,Sales,Male,>50K
12694,,,,43.0,Bachelors,Sales,Male,<=50K
12695,,,,22.0,Some-college,Prof-specialty,Male,<=50K
12696,,,,56.0,Some-college,Craft-repair,Male,<=50K
12697,,,,47.0,HS-grad,Adm-clerical,Female,<=50K
12698,,,,26.0,Bachelors,Adm-clerical,Male,<=50K
12699,,,,39.0,Some-college,Other-service,Female,<=50K
12700,,,,45.0,Some-college,Farming-fishing,Male,<=50K
12701,,,,49.0,HS-grad,Other-service,Male,<=50K
12702,,,,23.0,HS-grad,Handlers-cleaners,Male,<=50K
12703,,,,69.0,HS-grad,Adm-clerical,Male,<=50K
12704,,,,41.0,Masters,Exec-managerial,Male,>50K
12705,,,,40.0,HS-grad,Exec-managerial,Male,<=50K
12706,,,,25.0,HS-grad,Machine-op-inspct,Male,<=50K
12707,,,,52.0,HS-grad,Handlers-cleaners,Male,<=50K
12708,,,,28.0,Some-college,Prof-specialty,Female,<=50K
12709,,,,50.0,Assoc-acdm,Craft-repair,Male,>50K
12710,,,,21.0,Assoc-voc,Tech-support,Female,<=50K
12711,,,,48.0,Some-college,Sales,Male,>50K
12712,,,,27.0,Prof-school,Prof-specialty,Male,>50K
12713,,,,63.0,HS-grad,Craft-repair,Male,<=50K
12714,,,,47.0,Doctorate,Prof-specialty,Male,>50K
12715,,,,37.0,Doctorate,Prof-specialty,Male,>50K
12716,,,,28.0,Some-college,Sales,Male,<=50K
12717,,,,58.0,HS-grad,Adm-clerical,Female,<=50K
12718,,,,41.0,Some-college,Sales,Male,<=50K
12719,,,,67.0,Some-college,Sales,Male,<=50K
12720,,,,62.0,HS-grad,Sales,Female,<=50K
12721,,,,28.0,Some-college,Handlers-cleaners,Male,>50K
12722,,,,26.0,12th,Handlers-cleaners,Male,<=50K
12723,,,,46.0,Prof-school,Prof-specialty,Male,>50K
12724,,,,29.0,HS-grad,Craft-repair,Male,<=50K
12725,,,,39.0,Bachelors,Craft-repair,Male,>50K
12726,,,,25.0,Masters,Prof-specialty,Female,<=50K
12727,,,,20.0,Some-college,Sales,Female,<=50K
12728,,,,21.0,Some-college,Adm-clerical,Male,<=50K
12729,,,,25.0,Bachelors,Prof-specialty,Male,<=50K
12730,,,,44.0,Prof-school,Prof-specialty,Male,>50K
12731,,,,37.0,HS-grad,Adm-clerical,Male,<=50K
12732,,,,50.0,Masters,Exec-managerial,Male,>50K
12733,,,,29.0,HS-grad,Adm-clerical,Female,<=50K
12734,,,,18.0,Some-college,Sales,Female,<=50K
12735,,,,32.0,Bachelors,Exec-managerial,Female,<=50K
12736,,,,58.0,Assoc-voc,Adm-clerical,Female,<=50K
12737,,,,50.0,HS-grad,Craft-repair,Male,>50K
12738,,,,29.0,Some-college,Other-service,Female,<=50K
12739,,,,58.0,HS-grad,Exec-managerial,Male,>50K
12740,,,,29.0,Some-college,Other-service,Female,<=50K
12741,,,,36.0,HS-grad,Transport-moving,Male,>50K
12742,,,,21.0,HS-grad,Craft-repair,Male,<=50K
12743,,,,49.0,HS-grad,Exec-managerial,Female,<=50K
12744,,,,60.0,Masters,Prof-specialty,Female,<=50K
12745,,,,39.0,Some-college,Sales,Male,>50K
12746,,,,50.0,Assoc-acdm,Craft-repair,Male,>50K
12747,,,,30.0,Some-college,Sales,Female,<=50K
12748,,,,55.0,HS-grad,Other-service,Male,<=50K
12749,,,,64.0,HS-grad,Transport-moving,Male,<=50K
12750,,,,29.0,Assoc-acdm,Prof-specialty,Female,<=50K
12751,,,,40.0,Bachelors,Exec-managerial,Male,>50K
12752,,,,42.0,HS-grad,Craft-repair,Male,<=50K
12753,,,,55.0,HS-grad,Sales,Female,<=50K
12754,,,,43.0,HS-grad,Transport-moving,Male,<=50K
12755,,,,28.0,12th,Sales,Male,<=50K
12756,,,,46.0,Assoc-acdm,Tech-support,Male,>50K
12757,,,,34.0,HS-grad,Machine-op-inspct,Male,<=50K
12758,,,,47.0,Masters,Adm-clerical,Female,>50K
12759,,,,43.0,Masters,Exec-managerial,Female,<=50K
12760,,,,24.0,Some-college,Adm-clerical,Female,<=50K
12761,,,,21.0,11th,Craft-repair,Male,<=50K
12762,,,,65.0,Bachelors,Craft-repair,Male,>50K
12763,,,,20.0,Some-college,Other-service,Male,<=50K
12764,,,,31.0,Masters,Adm-clerical,Female,<=50K
12765,,,,38.0,HS-grad,Adm-clerical,Male,<=50K
12766,,,,22.0,Some-college,Sales,Male,<=50K
12767,,,,20.0,Some-college,Prof-specialty,Female,<=50K
12768,,,,44.0,Some-college,Sales,Male,<=50K
12769,,,,44.0,Masters,Prof-specialty,Female,<=50K
12770,,,,41.0,Doctorate,Prof-specialty,Male,>50K
12771,,,,38.0,HS-grad,Craft-repair,Male,<=50K
12772,,,,21.0,Some-college,Other-service,Female,<=50K
12773,,,,24.0,Some-college,Sales,Female,<=50K
12774,,,,24.0,Masters,Prof-specialty,Female,<=50K
12775,,,,28.0,HS-grad,Adm-clerical,Female,<=50K
12776,,,,39.0,Bachelors,Exec-managerial,Female,<=50K
12777,,,,48.0,Some-college,Craft-repair,Male,<=50K
12778,,,,24.0,HS-grad,Protective-serv,Male,<=50K
12779,,,,50.0,HS-grad,Prof-specialty,Male,>50K
12780,,,,50.0,Some-college,Craft-repair,Male,<=50K
12781,,,,68.0,Some-college,Adm-clerical,Male,<=50K
12782,,,,31.0,Masters,Prof-specialty,Male,<=50K
12783,,,,22.0,1st-4th,Craft-repair,Male,<=50K
12785,,,,25.0,HS-grad,Machine-op-inspct,Male,<=50K
12786,,,,28.0,Some-college,Sales,Female,<=50K
12787,,,,17.0,11th,Adm-clerical,Female,<=50K
12788,,,,24.0,Doctorate,Prof-specialty,Female,<=50K
12789,,,,20.0,10th,Sales,Female,<=50K
12790,,,,45.0,Assoc-acdm,Adm-clerical,Male,>50K
12791,,,,44.0,Some-college,Craft-repair,Female,<=50K
12792,,,,57.0,7th-8th,Craft-repair,Male,<=50K
12793,,,,33.0,Bachelors,Sales,Male,>50K
12795,,,,22.0,Some-college,Protective-serv,Male,<=50K
12796,,,,41.0,HS-grad,Other-service,Female,<=50K
12797,,,,51.0,Bachelors,Exec-managerial,Male,<=50K
12798,,,,46.0,Bachelors,Prof-specialty,Male,<=50K
12799,,,,52.0,HS-grad,Machine-op-inspct,Female,<=50K
12800,,,,50.0,Bachelors,Sales,Male,>50K
12801,,,,26.0,Bachelors,Adm-clerical,Female,<=50K
12802,,,,17.0,10th,Sales,Female,<=50K
12803,,,,64.0,Some-college,Exec-managerial,Male,<=50K
12804,,,,51.0,HS-grad,Tech-support,Male,>50K
12805,,,,28.0,HS-grad,Prof-specialty,Male,<=50K
12806,,,,51.0,Bachelors,Adm-clerical,Female,<=50K
12807,,,,39.0,Bachelors,Adm-clerical,Male,<=50K
12808,,,,48.0,Some-college,Other-service,Female,<=50K
12809,,,,44.0,Some-college,Other-service,Female,>50K
12810,,,,47.0,11th,Other-service,Male,<=50K
12811,,,,52.0,HS-grad,Craft-repair,Female,<=50K
12812,,,,58.0,Some-college,Adm-clerical,Female,<=50K
12813,,,,19.0,11th,Other-service,Female,<=50K
12814,,,,40.0,Bachelors,Tech-support,Male,>50K
12815,,,,23.0,Some-college,Adm-clerical,Male,<=50K
12816,,,,31.0,Bachelors,Other-service,Male,<=50K
12817,,,,40.0,Assoc-acdm,Exec-managerial,Male,>50K
12818,,,,48.0,Some-college,Sales,Male,>50K
12819,,,,46.0,Masters,Exec-managerial,Female,>50K
12820,,,,32.0,HS-grad,Handlers-cleaners,Female,<=50K
12821,,,,50.0,HS-grad,Craft-repair,Male,<=50K
12822,,,,18.0,HS-grad,Machine-op-inspct,Male,<=50K
12823,,,,26.0,Masters,Exec-managerial,Female,<=50K
12824,,,,36.0,Bachelors,Sales,Female,<=50K
12825,,,,26.0,Assoc-voc,Sales,Female,<=50K
12826,,,,19.0,Some-college,Sales,Female,<=50K
12827,,,,53.0,Assoc-acdm,Exec-managerial,Male,>50K
12828,,,,54.0,Some-college,Sales,Male,<=50K
12829,,,,29.0,Some-college,Adm-clerical,Female,<=50K
12830,,,,81.0,Masters,Prof-specialty,Male,<=50K
12831,,,,37.0,Masters,Prof-specialty,Female,>50K
12832,,,,40.0,Assoc-voc,Transport-moving,Male,>50K
12833,,,,36.0,Some-college,Adm-clerical,Female,<=50K
12834,,,,18.0,12th,Adm-clerical,Female,<=50K
12835,,,,44.0,11th,Tech-support,Male,<=50K
12836,,,,36.0,HS-grad,Other-service,Female,<=50K
12837,,,,69.0,Doctorate,Prof-specialty,Male,>50K
12838,,,,17.0,12th,Prof-specialty,Male,<=50K
12839,,,,38.0,Assoc-voc,Craft-repair,Male,>50K
12840,,,,27.0,HS-grad,Machine-op-inspct,Male,<=50K
12841,,,,52.0,Assoc-acdm,Exec-managerial,Male,<=50K
12842,,,,24.0,Assoc-acdm,Sales,Male,<=50K
12843,,,,57.0,Bachelors,Exec-managerial,Female,<=50K
12844,,,,19.0,10th,Machine-op-inspct,Female,<=50K
12845,,,,38.0,HS-grad,Craft-repair,Male,<=50K
12846,,,,46.0,7th-8th,Priv-house-serv,Female,<=50K
12847,,,,21.0,HS-grad,Prof-specialty,Male,>50K
12848,,,,29.0,Some-college,Adm-clerical,Female,<=50K
12850,,,,26.0,HS-grad,Farming-fishing,Male,<=50K
12851,,,,28.0,HS-grad,Farming-fishing,Male,<=50K
12852,,,,26.0,Some-college,Sales,Female,<=50K
12854,,,,49.0,Bachelors,Other-service,Male,<=50K
12855,,,,28.0,Bachelors,Exec-managerial,Male,<=50K
12856,,,,57.0,Some-college,Other-service,Male,<=50K
12857,,,,60.0,7th-8th,Transport-moving,Male,<=50K
12859,,,,38.0,HS-grad,Adm-clerical,Male,<=50K
12860,,,,51.0,HS-grad,Craft-repair,Male,<=50K
12861,,,,60.0,Some-college,Adm-clerical,Female,<=50K
12862,,,,37.0,Bachelors,Exec-managerial,Male,<=50K
12863,,,,44.0,HS-grad,Craft-repair,Female,<=50K
12864,,,,19.0,Some-college,Other-service,Female,<=50K
12865,,,,59.0,Masters,Craft-repair,Female,<=50K
12866,,,,50.0,HS-grad,Other-service,Male,<=50K
12867,,,,35.0,Bachelors,Craft-repair,Male,>50K
12868,,,,46.0,Some-college,Machine-op-inspct,Male,<=50K
12869,,,,18.0,Some-college,Sales,Male,<=50K
12870,,,,32.0,5th-6th,Machine-op-inspct,Male,<=50K
12871,,,,32.0,Assoc-voc,Other-service,Female,<=50K
12872,,,,39.0,HS-grad,Craft-repair,Male,>50K
12873,,,,25.0,HS-grad,Craft-repair,Female,<=50K
12874,,,,30.0,Masters,Exec-managerial,Male,>50K
12875,,,,37.0,Bachelors,Tech-support,Male,>50K
12876,,,,38.0,Some-college,Exec-managerial,Male,>50K
12877,,,,36.0,Assoc-acdm,Other-service,Female,<=50K
12878,,,,56.0,Some-college,Sales,Male,>50K
12879,,,,35.0,Bachelors,Adm-clerical,Male,>50K
12880,,,,56.0,HS-grad,Adm-clerical,Male,<=50K
12881,,,,17.0,10th,Other-service,Male,<=50K
12882,,,,46.0,Masters,Exec-managerial,Male,>50K
12883,,,,56.0,HS-grad,Adm-clerical,Female,<=50K
12884,,,,61.0,12th,Craft-repair,Male,<=50K
12885,,,,25.0,Some-college,Sales,Male,<=50K
12886,,,,27.0,HS-grad,Machine-op-inspct,Female,<=50K
12887,,,,50.0,HS-grad,Farming-fishing,Male,<=50K
12888,,,,33.0,Assoc-voc,Farming-fishing,Male,<=50K
12889,,,,33.0,Assoc-voc,Craft-repair,Male,>50K
12890,,,,38.0,Some-college,Farming-fishing,Male,<=50K
12891,,,,51.0,11th,Machine-op-inspct,Male,<=50K
12892,,,,27.0,Assoc-acdm,Sales,Male,<=50K
12893,,,,49.0,Masters,Prof-specialty,Female,<=50K
12894,,,,26.0,HS-grad,Machine-op-inspct,Female,<=50K
12895,,,,42.0,Masters,Exec-managerial,Male,>50K
12896,,,,37.0,Bachelors,Machine-op-inspct,Male,<=50K
12897,,,,38.0,Some-college,Adm-clerical,Female,<=50K
12898,,,,48.0,HS-grad,Other-service,Male,>50K
12899,,,,41.0,Bachelors,Tech-support,Male,>50K
12900,,,,33.0,HS-grad,Exec-managerial,Male,<=50K
12901,,,,30.0,HS-grad,Other-service,Male,<=50K
12902,,,,25.0,Bachelors,Prof-specialty,Female,<=50K
12903,,,,50.0,Bachelors,Sales,Male,>50K
12904,,,,54.0,HS-grad,Exec-managerial,Male,>50K
12905,,,,37.0,11th,Craft-repair,Male,<=50K
12906,,,,59.0,Bachelors,Sales,Male,>50K
12907,,,,17.0,10th,Sales,Female,<=50K
12909,,,,56.0,HS-grad,Adm-clerical,Female,>50K
12910,,,,57.0,HS-grad,Other-service,Male,<=50K
12911,,,,33.0,10th,Other-service,Male,<=50K
12912,,,,41.0,Masters,Craft-repair,Male,<=50K
12913,,,,45.0,Bachelors,Other-service,Female,<=50K
12914,,,,50.0,HS-grad,Sales,Male,<=50K
12915,,,,18.0,HS-grad,Sales,Male,<=50K
12916,,,,19.0,Some-college,Adm-clerical,Female,<=50K
12917,,,,26.0,Some-college,Prof-specialty,Female,<=50K
12920,,,,41.0,Some-college,Prof-specialty,Male,>50K
12921,,,,29.0,HS-grad,Craft-repair,Male,<=50K
12922,,,,27.0,Some-college,Craft-repair,Male,<=50K
12923,,,,35.0,HS-grad,Adm-clerical,Female,<=50K
12924,,,,37.0,Bachelors,Craft-repair,Male,>50K
12925,,,,22.0,11th,Adm-clerical,Male,<=50K
12926,,,,25.0,10th,Priv-house-serv,Female,<=50K
12927,,,,26.0,HS-grad,Sales,Male,<=50K
12928,,,,27.0,HS-grad,Protective-serv,Male,<=50K
12929,,,,26.0,Bachelors,Adm-clerical,Male,<=50K
12930,,,,51.0,HS-grad,Craft-repair,Male,<=50K
12931,,,,45.0,HS-grad,Exec-managerial,Male,>50K
12932,,,,60.0,HS-grad,Sales,Male,<=50K
12933,,,,35.0,Some-college,Exec-managerial,Male,>50K
12934,,,,24.0,HS-grad,Machine-op-inspct,Male,<=50K
12935,,,,40.0,HS-grad,Craft-repair,Female,<=50K
12937,,,,44.0,Bachelors,Prof-specialty,Male,>50K
12938,,,,65.0,HS-grad,Exec-managerial,Female,<=50K
12939,,,,52.0,Some-college,Adm-clerical,Female,>50K
12940,,,,38.0,HS-grad,Craft-repair,Female,<=50K
12941,,,,18.0,11th,Sales,Female,<=50K
12942,,,,24.0,Assoc-voc,Machine-op-inspct,Male,<=50K
12943,,,,52.0,Some-college,Exec-managerial,Male,<=50K
12944,,,,21.0,HS-grad,Machine-op-inspct,Male,<=50K
12945,,,,67.0,Doctorate,Sales,Male,>50K
12946,,,,64.0,Some-college,Craft-repair,Female,<=50K
12947,,,,25.0,Some-college,Exec-managerial,Male,<=50K
12948,,,,34.0,Masters,Adm-clerical,Male,>50K
12949,,,,39.0,HS-grad,Farming-fishing,Male,<=50K
12950,,,,26.0,HS-grad,Handlers-cleaners,Male,<=50K
12951,,,,19.0,10th,Farming-fishing,Male,<=50K
12952,,,,35.0,HS-grad,Exec-managerial,Male,>50K
12953,,,,26.0,Masters,Prof-specialty,Female,<=50K
12954,,,,38.0,HS-grad,Other-service,Male,<=50K
12955,,,,45.0,Some-college,Machine-op-inspct,Male,<=50K
12956,,,,18.0,11th,Other-service,Female,<=50K
12957,,,,51.0,Some-college,Adm-clerical,Female,<=50K
12958,,,,36.0,HS-grad,Other-service,Female,<=50K
12959,,,,18.0,Some-college,Other-service,Female,<=50K
12960,,,,37.0,Assoc-voc,Protective-serv,Male,<=50K
12961,,,,37.0,Bachelors,Exec-managerial,Male,>50K
12962,,,,39.0,HS-grad,Adm-clerical,Female,>50K
12963,,,,21.0,Some-college,Other-service,Male,<=50K
12964,,,,46.0,Doctorate,Prof-specialty,Male,>50K
12965,,,,33.0,HS-grad,Sales,Female,<=50K
12966,,,,23.0,Bachelors,Adm-clerical,Female,<=50K
12967,,,,52.0,HS-grad,Sales,Male,<=50K
12968,,,,28.0,HS-grad,Adm-clerical,Female,<=50K
12969,,,,23.0,Some-college,Prof-specialty,Male,<=50K
12970,,,,48.0,Some-college,Exec-managerial,Male,>50K
12971,,,,17.0,11th,Sales,Female,<=50K
12972,,,,22.0,Some-college,Prof-specialty,Female,<=50K
12973,,,,26.0,HS-grad,Adm-clerical,Male,>50K
12974,,,,40.0,HS-grad,Craft-repair,Male,<=50K
12975,,,,90.0,10th,Exec-managerial,Male,<=50K
12976,,,,28.0,HS-grad,Sales,Female,<=50K
12977,,,,44.0,HS-grad,Transport-moving,Male,<=50K
12978,,,,29.0,Bachelors,Other-service,Male,>50K
12979,,,,45.0,Assoc-voc,Exec-managerial,Male,>50K
12980,,,,43.0,HS-grad,Machine-op-inspct,Male,>50K
12982,,,,49.0,Bachelors,Exec-managerial,Male,>50K
12983,,,,27.0,Bachelors,Tech-support,Male,<=50K
12984,,,,60.0,HS-grad,Craft-repair,Female,<=50K
12985,,,,33.0,HS-grad,Machine-op-inspct,Female,<=50K
12986,,,,53.0,10th,Craft-repair,Male,>50K
12987,,,,19.0,Some-college,Sales,Male,<=50K
12988,,,,28.0,HS-grad,Farming-fishing,Male,<=50K
12989,,,,22.0,Assoc-acdm,Handlers-cleaners,Male,<=50K
12990,,,,48.0,HS-grad,Transport-moving,Male,<=50K
12992,,,,19.0,Some-college,Other-service,Female,<=50K
12993,,,,28.0,Assoc-voc,Other-service,Female,<=50K
12994,,,,58.0,Some-college,Sales,Male,<=50K
12995,,,,19.0,Some-college,Craft-repair,Female,<=50K
12997,,,,22.0,Some-college,Craft-repair,Male,<=50K
12998,,,,52.0,Prof-school,Prof-specialty,Male,>50K
